movieCd,userid,score
20209066,4,4
20209083,4,3
20183338,1,2
20182645,5,4
20110312,3,5
20206441,5,4
20209044,2,4
20209026,2,3
20209025,1,2
20209024,5,1
20206490,1,2
20208681,1,5
20208702,5,4
20208685,1,3
20180377,2,1
20197444,3,4
19890136,3,1
19808057,5,1
19860110,4,4
20208121,3,1
20208701,1,5
20208682,1,5
20206883,3,1
20208683,3,5
20208684,1,2
20197400,1,5
20208886,5,3
20208906,1,4
19858108,1,3
19828094,2,1
20208901,3,3
20136478,1,4
20205402,2,5
20190351,4,5
20206968,2,5
20204327,2,2
20207323,3,4
20206491,3,4
20206751,3,4
20206282,2,5
20207661,3,2
20206961,4,2
20208310,5,4
20206749,2,1
20208303,2,4
20197397,4,3
20208221,2,4
20207684,1,1
20207061,5,2
20206982,1,5
20207222,5,5
20207563,2,1
20205195,4,2
20208835,3,1
20208862,2,3
20206101,5,3
20192670,1,2
20193427,4,4
20205708,5,5
20194961,5,5
20196767,3,3
20195976,1,2
20195966,1,1
20206165,2,2
19980044,1,1
20020086,3,3
20161791,5,1
20110221,2,1
20204741,2,2
20208761,3,5
20208743,2,2
20205321,2,2
20162542,2,4
20179462,2,1
20185485,3,2
20188282,1,2
20151383,4,4
20127997,1,1
20182189,1,5
20136532,5,5
19950080,1,3
20207101,5,2
20190139,2,1
20208599,1,1
20208593,2,2
20101412,4,4
20160128,1,1
20208545,4,3
20208565,2,4
20208544,5,3
20208506,2,1
20208521,2,1
20208503,5,5
20206584,3,5
20208501,4,4
20208485,3,2
20208484,2,5
20207622,1,1
20197418,5,3
20208468,1,5
20208438,3,5
20208467,3,2
20048846,3,2
20208437,5,5
20208466,3,4
20208436,2,5
20208435,1,5
20208434,2,4
20208433,3,3
20208465,2,5
20208431,1,4
20208464,4,3
20208463,3,1
20208427,3,4
20208426,1,4
20191161,4,3
20204541,2,5
20205221,2,2
20205223,1,2
20196768,1,5
20208447,5,1
20148493,5,3
20124721,2,2
20176493,2,3
20208441,2,3
20197534,4,4
20196327,1,4
20180746,3,3
20193222,1,1
20206447,4,3
20208392,1,2
20180934,3,1
20206141,1,4
20205529,4,1
20205190,5,3
20191664,3,4
20205841,2,3
20208365,3,2
20208382,5,3
20208347,5,1
20208341,4,4
20208319,3,4
20208321,5,3
20208317,1,3
20208280,1,2
20208279,4,3
20208278,2,5
20208272,5,1
20208269,3,3
20208263,3,4
20208284,4,4
20208262,2,1
20179206,5,3
20208281,4,3
20207735,5,3
19788142,3,3
20205902,5,2
20208083,3,5
20208143,5,2
20208071,4,2
20208095,5,4
20208094,1,5
20208065,4,3
20208063,5,4
20195515,1,1
20176068,3,3
20195830,2,3
20195488,5,5
20195504,3,4
20195502,2,3
20163134,4,5
20157909,3,3
20204522,4,5
20171962,4,1
20207142,5,2
20205703,2,2
20185616,3,4
20195802,2,4
20195882,4,5
20197019,5,4
20195661,5,2
20207954,1,2
20207952,4,5
20090321,5,4
20206402,1,1
20100311,5,2
20090207,3,4
20153781,2,2
20161827,1,2
20192151,3,2
20207322,1,5
20207798,1,5
20207786,1,5
20207802,2,1
20207737,2,5
20207750,5,5
20161594,2,3
20140401,4,3
20184801,2,3
20207746,4,3
20207743,2,1
20207581,2,3
20185385,2,4
20207710,1,2
20206806,4,1
20207707,4,1
20181797,5,5
20207685,2,1
20206285,5,2
20205582,1,4
20207488,2,3
20207486,5,2
20206582,2,2
20206583,3,4
20193145,2,1
20204861,5,2
20205711,4,2
20172745,5,5
20204326,1,1
20204119,2,4
20070649,5,1
19998694,4,1
20070650,2,1
20204767,4,4
20191109,3,3
20181167,3,4
20207426,5,4
20207425,5,4
20207422,1,4
20206641,2,3
20206682,5,1
20204455,1,5
20206185,1,4
20206305,5,4
20204107,3,5
20193648,2,2
20190734,1,1
20191966,5,4
20206862,4,5
20190640,4,3
20207163,3,2
20207143,2,4
20207122,3,1
20207008,5,5
20206966,3,1
20207007,3,4
20158784,4,1
20184845,3,2
20205901,5,4
20194988,1,4
20206944,1,5
20206927,1,5
20206926,2,1
20188112,3,3
20194628,3,4
20080337,4,4
20197236,2,5
20198622,4,1
20199571,3,4
20070122,3,1
20206842,4,4
20189062,3,3
20206782,1,5
20206781,2,5
20126686,2,4
20162925,3,5
20206754,4,5
20206721,4,4
20206702,4,4
20195718,3,3
20206665,5,1
20195801,1,3
20204438,2,4
20206608,5,5
20192961,4,4
20206602,5,5
20206306,3,2
20206521,2,1
20196828,3,2
20196777,5,5
20206494,3,4
20206492,5,1
20167542,5,4
20206065,2,3
20206064,3,5
20206401,1,5
20206381,4,3
20071066,5,4
20206304,1,5
20139102,5,2
20190864,5,4
20205242,2,3
20204601,1,2
20205661,3,4
20205825,2,3
20204681,2,3
20119529,3,5
20195963,1,5
20176373,1,2
20195921,2,5
20206223,5,1
20080289,5,1
20048703,3,5
20040719,4,3
19798148,2,2
20206201,3,3
20206187,4,5
20206167,3,1
20090161,1,3
20192666,5,2
20192708,4,5
20158796,3,1
20194941,2,2
20159321,3,1
20206125,5,3
20206083,3,1
20181095,2,4
20198680,1,4
20204701,2,5
20205244,4,5
20193144,4,4
20204113,1,2
20182757,4,2
20159352,1,4
20205662,5,2
20205622,4,3
20120111,3,3
20193526,3,5
20191341,4,2
20205241,4,2
20206041,5,4
20199842,3,2
20205968,3,4
20204087,3,1
20205944,3,2
20205923,3,1
20205213,5,3
20205565,4,1
20141992,2,1
20181112,2,3
20183798,3,4
20193913,4,1
20080259,3,5
20144387,1,5
20204552,2,2
20193911,2,4
20205821,4,3
19698021,1,2
20100687,2,1
19990070,3,4
20204001,2,2
20196573,2,2
20193345,2,1
20192329,1,3
20205536,5,3
20205681,5,1
19710046,4,3
20204913,2,5
20205623,4,5
20155419,2,4
20155409,3,5
20169084,1,1
20158488,1,4
20173963,5,5
20167365,1,3
20164046,3,1
20162862,1,4
20160725,4,4
20157440,3,4
20163005,3,2
20164093,1,2
20205531,2,1
20196214,2,2
20181643,3,3
20205530,3,2
20164165,1,2
20163002,2,5
20165829,1,1
20155967,5,5
20174364,1,5
20165342,3,4
20165150,5,1
20160508,1,4
20165131,1,5
20182890,3,5
20166174,5,2
20145465,2,4
20190967,2,3
20160724,5,4
20160525,3,4
20170648,5,3
20205601,4,3
20165244,2,1
20204116,5,2
20204201,1,5
20204054,5,5
20203981,2,4
20196842,1,2
20193626,3,1
20192026,2,2
20205527,1,2
20180694,3,3
20170118,5,2
20205523,4,1
20070121,3,3
20205541,5,3
19930315,3,2
19910126,3,2
20205380,3,5
20205379,2,1
20205377,2,1
20205503,4,4
20192240,3,5
20184891,4,5
20155170,5,1
20205465,5,2
20205372,5,3
19958265,1,5
20205371,5,1
20205370,1,1
20205222,5,1
20194603,4,4
20150377,4,1
20158769,1,4
20127205,4,5
20131487,3,2
20131482,3,3
20110194,3,1
20196007,1,1
20195972,4,4
20196560,5,2
20205343,2,4
20205260,5,2
20205259,5,3
20204974,4,3
20204981,2,3
20204555,5,2
20204916,3,4
20204917,3,5
20204918,5,1
20204165,5,4
20190850,2,2
20183561,1,2
20147235,1,5
19998439,5,2
19991100,1,3
20123335,1,4
20010050,1,5
19998734,1,2
20123323,1,2
19998749,4,1
19998294,1,4
20081514,4,4
20198958,5,2
20199573,2,1
20192841,4,5
20191085,2,1
20205212,5,1
20205211,4,3
20205199,4,5
20205198,4,2
20205210,4,4
20205209,3,4
20205197,5,3
20205196,5,4
20198431,2,1
20204182,3,3
20204045,4,3
20205121,5,4
20151166,5,1
20164891,4,3
20156528,2,2
20178246,2,5
20168777,2,4
20166201,5,2
20177385,2,1
20080649,2,4
20204782,5,3
20204764,5,1
20204783,3,1
20149366,2,5
20153324,5,2
20149101,1,1
20136488,5,5
20149407,1,2
20193480,2,5
20204763,3,5
20204762,4,4
20204766,5,2
20204765,5,5
20204915,4,2
20204481,2,1
20126134,1,2
19748164,3,5
20126139,1,3
20204967,5,2
20204912,2,2
20204911,4,4
20204910,2,5
20128481,3,4
20031405,5,2
20204966,5,4
20011452,2,1
20204909,1,1
20204965,2,3
20204964,3,1
20204908,1,5
19920114,3,5
19858225,3,2
19930173,3,4
20125311,3,2
19408008,1,3
20204962,1,1
20204906,1,5
19930084,1,2
20204905,3,3
19198001,2,3
20197857,4,5
20192372,5,2
20030433,4,3
20190464,5,5
20194322,5,4
19788149,1,5
20204881,5,3
19880210,2,4
20204787,2,3
20185341,2,5
20193364,2,4
20100130,1,2
20204803,1,5
20204802,1,5
20204801,5,2
20204786,3,5
20175366,5,4
20136684,3,4
20204442,5,3
20204560,3,2
20204743,3,3
20177468,3,2
20204502,1,2
20204241,1,3
20204461,5,4
20204434,1,3
20204435,4,5
20204556,5,4
20190809,4,2
20204549,4,5
20192083,5,5
20110297,3,5
20198676,1,1
20121241,2,2
20155950,4,4
20192300,4,1
20195894,2,3
20050239,2,1
20204605,5,5
20204581,5,2
20161701,3,1
20162140,3,4
20198639,1,1
20204437,1,4
20193647,4,1
20113743,3,2
20204463,4,4
19838120,4,5
19950356,5,2
20195870,1,2
20191684,4,1
20190962,3,5
20193478,4,3
20197401,1,2
20204421,3,3
20196670,5,2
20192987,3,1
20204102,2,5
20204381,1,1
20196349,4,3
20204335,3,1
20081483,3,1
20204331,5,1
20204361,2,1
20204330,4,4
20204328,5,2
20204329,4,5
20204262,5,2
20109031,4,3
20204341,1,3
20129670,2,3
20204321,4,2
20193381,1,4
20197664,5,5
20197543,2,5
20194975,1,4
20193184,4,4
20184896,2,4
20191311,2,1
20190851,3,4
20197972,5,5
20204101,3,4
20204222,4,1
20174642,5,5
20181089,3,2
20190406,3,2
20198962,3,4
20198942,3,2
20190602,4,2
20197761,5,2
20196161,5,4
20199581,4,4
20196869,5,1
20195462,5,1
20165162,3,2
20137691,3,2
20190462,3,5
20081391,4,3
20195926,5,1
20110352,1,5
20195832,5,1
20199762,2,4
20149942,3,2
20130688,1,4
20163598,4,2
20121268,2,4
20156247,4,1
20204161,5,4
20137676,4,2
20131634,4,5
20149504,3,2
20139543,3,3
20135992,1,1
20135917,4,5
20139552,1,3
20145125,4,1
20111065,1,5
20139489,4,2
20008897,1,4
20060753,3,1
20060826,3,5
20123369,3,3
20192106,3,5
20196412,4,1
20204122,4,4
20193685,2,5
20193485,1,2
20193540,2,3
20193687,1,2
20204086,4,5
20192105,1,1
20192936,1,3
20192633,2,2
20192635,4,2
20192569,1,1
20192570,2,2
20192632,5,5
20191045,4,5
20190843,2,2
20191468,4,3
20199603,1,5
20196856,2,4
20189248,5,2
20189247,3,3
20197336,4,2
20204042,1,4
20204025,4,1
20204026,1,5
20190816,5,3
20190845,3,5
20191531,1,1
20194188,5,1
20191125,1,5
20191044,2,5
20196779,5,4
20192024,1,1
20181545,2,1
20191424,5,1
20196272,5,4
20175214,4,3
20196002,5,2
20183317,1,5
20193397,1,4
20190689,2,3
20191063,3,3
20190857,4,4
20197519,3,1
20190812,5,5
20199434,1,1
20157285,2,3
20154743,2,4
20151108,3,4
20151245,3,3
20154673,2,1
20151081,3,4
20139502,1,3
20122068,3,3
20139563,2,4
20131483,1,4
20138682,4,5
20121702,1,1
20121728,4,3
20126514,3,2
20131484,4,2
20100571,4,5
20149082,1,2
20164092,5,1
20141526,1,2
20148591,1,4
20136479,3,4
20145467,5,1
20149112,2,1
20141743,2,2
20149111,5,4
20155445,2,4
20158907,2,1
20164067,3,4
20166388,5,5
20191937,4,5
20165363,4,3
20152300,2,4
20165142,5,5
20161330,5,5
20166171,1,2
20174344,3,3
20161102,2,5
20158522,1,1
20160704,1,2
20168142,1,2
20172606,4,3
20197802,3,5
20175053,4,2
20172365,4,2
20165445,4,1
20170829,2,4
20177363,4,2
20176464,5,1
20193872,5,3
20193883,4,4
20196137,4,3
20183404,5,5
20193868,5,5
20193867,1,2
20193866,5,4
20193864,1,2
20193863,1,2
20197962,4,2
20190733,2,1
20192803,2,5
20199981,3,4
20149108,3,5
20193783,4,3
20177407,5,5
20177301,4,5
20175182,3,5
20177321,1,5
20179511,4,1
20170584,3,5
20177384,3,3
20177303,4,5
20174345,2,4
20188087,2,4
20174067,1,4
20177744,5,4
20183350,1,4
20181636,5,5
20183353,3,5
20193748,4,3
20189847,2,4
20180570,3,5
20184681,4,4
20186575,4,1
20184861,5,2
20182866,5,5
20183532,3,3
20183607,5,1
20183371,5,2
20197663,4,2
20180794,4,2
20197619,4,1
20192143,2,1
20193699,4,2
20194070,5,4
20192209,4,2
20192232,2,3
20190122,1,3
20192227,1,3
20192188,1,1
20192023,5,4
20193698,4,5
20192136,1,5
20193697,1,4
20192811,5,4
20194589,5,3
20193266,1,3
20193695,4,4
20147199,3,3
20121791,1,5
20198763,5,3
20193178,4,3
20193092,5,4
20193395,4,1
20192565,5,5
20181110,5,2
20100485,1,4
20193535,1,2
20193675,4,1
20143128,5,1
20112342,5,2
20193649,4,3
19860082,2,2
19860084,5,3
19870038,3,3
20191689,2,5
19588028,2,4
20199575,3,3
20021129,2,3
20147588,2,5
20163048,1,1
20198818,3,1
20192721,3,3
20193586,1,5
20175930,1,4
20150401,1,1
20138692,4,3
20193533,1,4
20193585,5,5
20156526,5,4
20193584,4,2
20158087,1,4
20192131,2,4
20198374,5,4
20197042,5,1
20100019,5,4
20193530,5,1
20193544,4,2
20192524,4,3
20198701,3,5
20172305,2,5
20193525,3,5
20182406,3,3
20180584,4,4
20197511,3,2
20197565,5,4
20198641,4,3
20193483,2,2
20186569,3,3
20195544,2,5
20187081,3,2
20186589,2,2
20181314,5,3
20181306,3,2
20192677,5,1
20192122,2,2
20194623,3,5
20195828,2,2
20198289,5,4
20192203,4,3
20193457,4,5
20193430,5,4
20193400,3,1
20196733,3,4
20199592,3,4
20194069,2,5
20194987,3,3
20190524,5,2
20190662,5,3
20190478,4,3
20197647,4,2
20192146,5,2
20197666,3,3
20193392,3,1
20193408,2,4
20193407,4,5
20193406,1,3
20193390,3,4
20193388,1,4
20193389,3,5
20193386,3,1
20040640,5,3
20193384,3,3
20193363,2,2
20181238,2,5
20193215,3,2
20193347,4,1
20187307,2,3
20193209,2,4
20193208,1,1
20197982,5,4
20193177,2,5
20193176,3,3
20193175,5,2
20081725,3,4
20193171,4,1
20192709,3,5
20193169,1,4
20193152,1,5
20090105,1,5
20193132,3,3
20150407,1,1
20193131,5,4
20193130,5,3
20197897,3,1
20193094,5,2
20193093,4,2
20193109,5,1
20193091,3,5
20193106,4,5
20193000,3,5
20192999,3,4
20193090,1,5
20193089,1,5
20193087,2,3
20199149,5,3
20193046,1,1
20192992,4,1
20192991,1,4
20196721,5,2
20060410,2,3
20192985,3,3
20192983,4,3
20192966,4,2
20190817,3,3
20101115,3,2
20136059,4,1
20148844,4,1
20184014,1,5
20192784,3,4
20192164,4,2
20190163,4,3
20190064,3,3
20185327,1,4
20192733,1,1
20192731,1,4
20192727,2,1
20195602,2,5
20130566,2,4
20081002,2,2
20070115,2,5
20192693,5,1
20198681,4,4
20199769,1,2
20181289,2,4
20183548,2,2
20188204,3,1
20197517,2,4
20188692,2,3
20192649,5,4
20181286,2,1
20176168,1,1
20185003,2,2
20192647,5,4
20192643,1,1
20196852,1,2
20192639,5,1
20192637,2,2
20192636,3,5
20192568,5,5
20196293,1,2
20191663,4,1
20199720,3,5
20199061,3,3
20197981,1,5
20198401,3,5
20199118,3,2
20175085,2,3
20196760,4,1
20199867,1,5
20198961,2,4
20190014,5,1
20165222,3,4
20166150,1,3
20192427,1,3
20191593,3,5
20171303,2,1
20169663,1,3
20164843,4,4
20162987,5,3
20160705,1,2
20192333,2,2
20164848,5,5
20169083,5,5
20190275,1,1
20100546,1,5
20186701,1,1
20190477,5,5
20197278,3,3
20190142,4,4
20143516,2,1
20133325,4,3
20000146,2,1
20192107,3,3
20192401,2,1
20198422,2,3
20190970,3,1
20150373,3,4
20147633,3,1
20122080,2,2
20126535,4,1
20122749,1,5
20186683,1,4
20147632,5,3
20060314,2,3
20198912,5,2
20183196,3,5
20158404,1,3
20181701,3,3
20167322,2,5
20176921,5,4
20143761,5,3
20147621,3,3
20191837,2,2
20197564,1,4
20196861,2,5
20199433,2,5
20199028,4,4
20196407,4,4
20161255,5,5
20190825,1,4
20177368,2,4
20191762,3,3
20101200,3,2
20196679,1,1
20191140,4,2
20191305,1,1
20195892,3,5
20191137,2,5
20198121,5,5
20197702,2,3
20190626,1,2
20110183,5,3
20081396,5,5
20090667,1,4
20190847,3,5
20190848,1,4
20190820,4,4
20199153,3,5
20119577,4,4
20191697,2,4
20199428,2,3
20191695,5,1
20191694,1,2
20191729,1,4
20191693,5,3
20191728,1,2
20191727,4,5
20191692,4,5
20191691,5,2
20191726,2,4
20190479,1,5
20191725,1,2
20191724,4,5
20191606,1,5
20191122,4,5
20190647,3,4
20199435,2,3
20191711,4,2
20191690,4,4
20198371,5,4
20191710,2,2
20191702,4,5
19888055,4,5
19888064,2,3
19888063,4,2
19888062,3,3
19888061,3,4
19888058,2,3
19888059,4,5
19888060,2,2
19888057,4,2
19888056,2,4
20190025,3,3
20150405,5,5
20121153,1,3
20060597,5,3
20192364,4,4
20177341,3,3
20190905,5,2
20190428,4,2
20132785,5,1
20199136,3,2
20190980,3,3
20199576,1,3
20175207,5,4
20177762,2,3
20197602,3,3
20164000,5,3
20120003,5,5
20191564,3,2
20151102,1,2
20162851,5,4
20127191,1,1
20141744,4,5
20167381,5,1
20158523,5,2
20149094,5,3
20168122,2,1
20151089,5,2
20110640,1,5
20141524,2,1
20191545,5,2
20153184,1,5
20161251,5,3
20161265,3,4
20171561,1,5
20141713,3,2
20197803,3,2
20186742,5,1
20185161,3,4
20188783,4,1
20191535,5,2
20134650,2,5
20191445,5,4
20191221,2,3
20134449,4,3
20141907,2,5
20182688,3,1
20130886,1,2
20111683,2,4
20028649,1,4
20112826,3,1
20198522,3,5
20191262,1,3
20191138,2,2
20148249,5,2
20090360,4,5
20135896,4,4
20135775,3,4
20122906,5,3
20149118,2,3
20181580,2,5
20176669,5,2
20168141,4,3
20155448,5,2
20199027,1,2
19918003,5,5
20171529,4,3
20173088,1,1
20189075,3,4
20197521,4,1
20190105,3,3
20191139,3,1
20156392,2,2
19648068,4,1
20177389,4,1
20165243,2,2
20191198,4,2
20191128,4,5
20156123,5,1
20178187,5,4
20139550,2,2
20136607,3,3
20184017,3,4
20184016,5,3
20184011,4,5
20184013,3,2
20184015,4,2
20011506,1,1
20191163,3,4
20191124,4,1
20020062,4,4
20197542,4,1
20190979,1,5
20140427,4,4
20134417,3,4
20191087,4,1
20165468,5,2
20160465,2,4
20139546,5,3
20135934,1,1
20176121,2,4
20161249,1,4
20166179,1,5
20176668,5,4
20180112,1,5
20191931,4,1
20173949,4,1
20178702,1,4
20190966,1,1
20172622,3,2
20177470,5,5
20179563,1,5
20191034,3,2
20186654,5,3
20193502,2,1
20191033,4,4
20190965,3,2
20128429,4,2
20123212,1,4
20190983,5,1
20191010,1,1
20193466,5,2
20180156,4,2
20186723,4,2
20180247,1,1
20190278,4,3
20174362,2,1
20176524,3,5
20192823,4,4
20197257,2,4
20199257,2,5
20196321,4,5
20195901,4,2
20136984,1,2
20196671,5,3
20198521,3,2
20181321,3,3
20182328,5,3
20196726,1,2
19878294,5,4
20192347,1,2
20190818,1,1
20177825,5,5
20190842,4,3
20197054,3,5
20198421,2,4
20197721,3,4
20194442,3,1
20195829,1,2
19998032,2,2
20197518,3,5
20197461,5,2
20197239,1,3
20152371,5,5
20199085,2,1
20198992,2,1
20190737,3,4
20196868,1,4
20190732,3,3
20190690,3,4
20143103,5,3
20190637,5,5
20159506,2,5
20190646,3,5
19968603,4,1
19930401,3,2
20040665,4,3
20190824,5,3
20197752,4,3
20198323,3,5
20190355,2,1
20190365,5,5
20190364,3,4
20127742,1,2
20190354,3,3
20197926,3,2
20199529,4,5
20197896,4,4
20199436,3,2
20199531,1,4
20199530,1,1
20198952,1,4
20198994,2,2
20194072,3,5
20199010,3,1
20198998,2,1
20192706,3,2
20199000,4,4
20198999,2,3
20192187,4,3
20192228,1,5
20195668,3,4
20193946,5,2
20190583,4,4
20060123,1,4
20060644,4,2
20060582,4,3
20191604,4,2
20194979,2,4
20199965,4,1
20183573,3,4
20198637,3,1
20080849,3,5
20194066,2,4
20197279,2,3
20195721,4,5
20195878,1,3
20190042,3,2
20190210,3,1
20193801,4,4
20080164,3,5
20081180,3,2
20190438,2,1
20190507,5,3
20190437,4,2
20190484,5,1
20190436,3,2
20182682,4,1
19990095,3,4
20081273,4,4
20190429,3,4
20190407,3,2
20136049,4,4
20048742,5,3
20011409,4,1
19991195,5,1
19980147,1,5
20196706,4,2
20196926,3,4
20190675,5,2
20190422,2,4
20190404,5,4
20190359,3,1
20121070,3,1
20194864,4,1
20030394,5,5
19980142,5,1
19960120,5,1
20190297,3,5
20190258,5,5
20190213,4,1
20197900,2,1
20081336,3,1
20041047,1,4
19980243,4,1
19960177,5,3
20190223,4,5
20030030,4,1
20030128,5,4
20018711,4,3
20070427,4,2
19848312,3,1
19560012,2,1
19560001,4,4
20181522,2,3
20190144,1,3
20180210,5,5
20190146,4,3
20190145,5,1
20198749,1,3
20198761,5,4
20198001,5,1
20197942,4,3
20178203,3,4
20190065,2,3
20192141,1,1
20195897,1,3
20198018,4,4
20194193,1,4
20198017,3,1
20197392,4,1
20162848,3,1
20198901,2,4
20197701,1,2
20197116,4,3
20195326,1,1
20184543,2,5
20193661,4,4
20192954,2,5
20187721,5,3
20190020,3,4
20199987,4,3
20199569,4,5
20181326,3,2
20190006,2,2
20198959,1,1
20197824,3,4
20199879,2,4
20199922,1,5
20199872,3,4
20199902,5,4
20119952,5,5
20199871,1,4
20199901,4,3
20199870,3,3
20198313,3,1
20180172,5,2
20196294,4,4
20090590,3,2
20182689,2,4
20183493,5,5
20175921,2,3
20190792,2,3
20197384,3,4
20197855,5,3
20197364,3,2
20199516,3,5
20198544,5,5
20199031,1,5
20153446,1,3
20180064,2,1
20199515,3,2
20197649,1,2
20198661,5,5
20198748,3,2
20199431,4,5
20199432,1,3
20195005,5,1
20199033,2,1
20199722,5,3
20182277,2,1
20183462,5,5
20182333,5,1
20199655,4,5
20199288,4,1
20199260,2,3
20199261,3,4
20182331,5,4
20179367,3,5
20196584,2,4
20180139,3,1
20199633,2,2
20196136,5,3
19720095,3,3
20186666,5,2
20184380,1,2
20150363,5,1
20190661,5,1
20183932,5,5
20145121,4,2
20182181,1,4
20190202,1,1
20158747,5,1
20149092,2,2
20149091,5,5
20181586,3,5
20186574,4,3
20159933,2,1
20199570,4,4
20199594,5,3
20170842,4,1
20195301,1,4
20198713,3,5
20198671,5,3
20199593,1,2
20199591,3,5
20195221,3,5
20198306,2,1
20195805,1,1
20198342,1,5
20199568,3,2
20199589,1,2
20199567,1,5
20198341,4,5
20199582,1,5
20050009,3,5
20199561,5,1
20195806,2,1
20181301,2,5
20121731,2,2
20122130,5,2
20197114,5,3
20195722,1,3
20111003,3,2
20195324,3,1
20174303,3,1
20199313,1,2
20163024,1,2
20182989,2,4
20197333,1,3
20050148,3,1
20197141,4,3
20198664,5,2
20199155,1,2
19848168,3,2
20194527,4,2
20191589,2,1
20197402,5,5
20196569,5,3
20113825,2,4
20120726,3,5
20113832,2,3
20113833,5,4
20113831,2,3
20163042,2,1
20197963,4,1
20176495,3,4
20176494,4,3
20199154,4,5
20181623,3,4
20148899,4,3
20177304,2,2
20178393,2,2
20186542,2,1
20139541,3,3
20199152,2,1
20176671,1,3
20199151,5,1
20198046,1,3
20198759,3,1
20199105,5,4
20198820,2,3
20198802,3,1
20198819,4,3
20194223,3,2
20199102,5,3
20183727,1,1
20182923,1,1
20142831,3,1
20124248,2,1
20080480,1,1
20135109,4,3
20199029,1,1
20197161,2,3
20196162,4,5
20197227,3,2
20197301,2,4
20195714,5,5
20196582,4,1
20198758,2,5
20198801,4,1
20196265,4,1
20193953,3,1
20194977,2,4
20195202,4,4
20180169,2,4
20198290,4,4
20192753,1,3
20196081,5,3
20191863,2,3
20196704,4,4
20197858,1,5
20195968,3,1
20080690,5,5
19760094,4,5
20156386,4,1
20038570,1,4
20198617,4,2
20198621,5,5
20198581,5,1
20198874,5,1
20198873,4,1
20198895,5,4
20198872,4,2
20198894,2,4
20198871,1,5
20198316,5,5
20184430,1,5
19950290,1,1
19888316,4,3
19860130,3,2
20113795,3,1
19650001,4,5
20112345,2,4
20125319,1,2
20184183,4,5
20182241,4,5
20196566,2,4
20000006,3,4
20154976,3,2
19960366,5,5
20100076,2,1
20110579,3,5
19940281,3,1
20161803,5,3
20119618,4,4
20119989,3,2
20119619,2,5
20119628,3,1
20110609,3,3
20110303,2,3
20110322,4,1
20128687,4,2
20126089,1,3
20125406,5,5
20198706,2,2
20198101,3,5
20198141,4,2
20191183,4,2
20195081,2,4
20189582,5,5
20180491,3,1
20182405,4,3
20177748,3,4
20186581,3,1
20198618,5,5
20183328,2,4
20198440,1,5
20198582,3,5
20182390,4,4
20198439,2,5
20181406,5,3
20186702,5,2
19910247,1,3
20194077,5,5
20177387,5,4
20198438,4,3
20147920,3,1
20198434,1,4
20148295,3,5
20197053,2,1
20195381,4,5
20195328,2,1
20198054,1,5
20196139,2,1
20198041,1,4
20197365,3,1
20195889,5,2
20193743,3,3
20196380,4,1
20197746,3,4
20164131,3,2
20175565,1,3
20173993,4,3
20196780,4,1
20197568,4,2
20199950,4,5
20194190,1,3
20195941,5,1
20113792,4,4
20196771,1,1
20198381,2,4
19938182,5,1
20197693,2,1
20190796,3,3
20191721,1,4
20197273,4,1
20193361,4,1
20183926,5,3
20198314,5,3
20183911,5,1
20198312,1,4
20198310,1,3
20198361,4,3
20199927,1,3
20196224,2,3
20195865,3,1
20196138,5,3
20196221,1,2
20197665,2,1
20198308,4,4
20192230,2,3
20190131,5,4
20119872,4,2
20198343,4,4
20197342,2,2
20196776,2,1
20196130,3,4
20197280,5,2
20196121,1,1
20193942,1,5
20196061,1,3
20195001,2,5
20198258,3,5
20192231,3,3
20198181,3,1
20196406,2,1
20195362,3,1
20196140,3,4
20195323,5,3
20168750,5,2
20180802,4,5
20186069,5,5
20176049,4,5
20197975,4,4
20197989,2,4
20195601,4,2
20143572,5,1
20198081,3,4
20170649,5,1
20195546,2,4
20197847,5,5
20197341,4,2
20197976,4,5
20197899,3,2
20197973,5,1
20192160,4,4
20197852,5,5
20197971,2,1
20197970,1,1
20197967,3,5
20196795,5,2
20195967,4,4
20196409,2,1
20197862,4,2
20197842,4,2
20197106,5,2
20195611,4,1
20197860,5,5
20155481,5,2
20197941,3,5
20197859,3,1
20196369,4,4
20199446,2,5
20194208,2,5
20190276,4,3
20195203,1,5
20196736,3,2
20196720,3,2
20196712,1,1
20196724,2,4
20197881,1,3
20199884,2,1
20196129,1,2
20195761,3,2
20196135,1,2
20197777,1,4
20197804,2,4
19870013,5,3
20197782,4,1
20197767,3,3
20197781,5,4
20197766,5,5
20133955,2,1
20197747,4,1
20197704,4,5
20197722,2,4
20100477,1,2
20197659,2,5
20100214,2,5
20151181,3,4
20160503,3,3
20090328,4,2
20090034,4,4
20141608,1,4
20090258,4,2
20070206,3,3
20197229,5,3
20197242,2,5
20101195,4,1
20197274,4,5
20193516,2,2
20195341,5,3
20192982,4,3
20197247,3,5
20189077,4,1
20194943,3,1
20197241,2,5
20196581,4,3
20194041,4,3
20196341,3,2
20186522,4,1
20192126,1,2
20194609,1,5
20197648,4,5
20193501,2,5
20197661,3,2
20196754,2,4
20194187,5,1
20168766,5,5
20138561,4,2
20197520,2,3
20185350,3,4
20190681,3,3
20196902,3,1
20193541,4,5
20184187,5,1
20197393,2,4
20193807,1,1
20197556,3,1
19990193,4,4
20197334,5,5
20197332,5,5
20197275,4,5
20197302,2,2
19800048,2,5
20081283,2,2
19770022,3,4
20180753,1,4
20179105,5,2
20182671,2,5
