,pred
1676,0.995077
1677,0.9894956
1678,0.99531496
1679,0.9963758
1680,0.9968866
1681,0.9951198
1682,0.9960494
1683,0.9952253
1684,0.9959742
1685,0.99358535
1686,0.9931736
1687,0.99840224
1688,0.9952674
1689,0.9959387
1690,0.9968413
1691,0.99662566
1692,0.9947621
1693,0.9990498
1694,0.99483323
1695,0.9955288
1696,0.9874869
1697,0.9911007
1698,0.9823967
1699,0.98954093
1700,0.99476737
1701,0.99057657
1702,0.9950751
1703,0.95852923
1704,0.9970156
1705,0.9978365
1706,0.99778044
1707,0.99776876
1708,0.9972776
1709,0.9973202
1710,0.9986551
1711,0.9953821
1712,0.9974139
1713,0.99633765
1714,0.99606586
1715,0.9985948
1716,0.9957372
1717,0.9951076
1718,0.9971183
1719,0.9966849
1720,0.9935415
1721,0.99625814
1722,0.9990737
1723,0.99786496
1724,0.9940194
1725,0.9952631
1726,0.99512833
1727,0.9956864
1728,0.9937935
1729,0.997517
1730,0.998562
1731,0.98353016
1732,0.99266315
1733,0.97808564
1734,0.9952265
1735,0.99634826
1736,0.9978417
1737,0.99666834
1738,0.86426127
1739,0.99459314
1740,0.99596
1741,0.99415874
1742,0.99590945
1743,1.0
1744,0.99687254
1745,0.996052
1746,0.9960153
1747,0.997398
1748,0.99727046
1749,0.99578625
1750,0.99694014
1751,0.9969156
1752,0.99683297
1753,0.9958184
1754,0.97846437
1755,0.98702216
1756,0.99401194
1757,0.99398345
1758,0.9949175
1759,0.99874336
1760,0.99748456
1761,0.9657569
1762,0.99202085
1763,0.9974189
1764,0.995875
1765,0.9991095
1766,0.99214065
1767,0.9969267
1768,0.99734217
1769,0.9974799
1770,0.996959
1771,0.9971366
1772,0.9416863
1773,0.9970504
1774,0.9964584
1775,0.9744507
1776,0.9991121
1777,0.996575
1778,0.99623644
1779,0.9984429
1780,0.99821687
1781,0.9979402
1782,0.9971245
1783,0.9930414
1784,0.99209917
1785,0.99323225
1786,0.99353015
1787,0.9626312
1788,0.9898051
1789,0.9926764
1790,0.9966425
1791,0.99503493
1792,0.99532247
1793,0.9728462
1794,0.9941162
1795,0.9968301
1796,0.99549806
1797,0.9982303
1798,0.9946935
1799,0.9957193
1800,0.9947732
1801,0.99773026
1802,0.99642015
1803,0.99406207
1804,0.9966991
1805,0.9917645
1806,0.99484324
1807,0.9946424
1808,0.9981475
1809,0.9974481
1810,0.99720776
1811,0.9955306
1812,0.99712443
1813,0.9975741
1814,0.99956673
1815,0.9882363
1816,0.9182873
1817,0.99684715
1818,0.99858403
1819,0.99102837
1820,0.9964762
1821,0.9990524
1822,0.9997928
1823,0.9932457
1824,0.9968331
1825,0.999254
1826,0.99020946
1827,0.99763787
1828,0.9978742
1829,0.982919
1830,0.99793166
1831,0.99710596
1832,0.99338484
1833,0.9860445
1834,0.99660933
1835,0.9990476
1836,0.99916005
1837,0.9981973
1838,0.9981971
1839,0.9974991
1840,0.99378765
1841,0.99511254
1842,0.99751204
1843,0.9964399
1844,0.9971694
1845,0.99671793
1846,0.9826354
1847,0.9973761
1848,0.99618435
1849,0.99483794
1850,0.99717355
1851,0.99001384
1852,0.96088034
1853,0.99481666
1854,0.98793447
1855,0.99735117
1856,0.99527323
1857,0.9960507
1858,0.99664694
1859,0.9962847
1860,0.99784184
1861,0.9959415
1862,0.9970777
1863,0.9948323
1864,0.9959421
1865,0.99630105
1866,0.95764995
1867,0.9990283
1868,0.99824136
1869,0.9992559
1870,0.9988234
1871,0.9968994
1872,0.99536383
1873,0.9954494
1874,0.9955487
1875,0.99779475
1876,0.9959429
1877,0.9981617
1878,0.9868639
1879,0.9969451
1880,0.9969282
1881,0.9853264
1882,0.99459743
1883,0.9973084
1884,0.9960387
1885,0.99709105
1886,0.997452
1887,0.9945812
1888,0.9991854
1889,0.99477506
1890,0.99498
1891,0.9934945
1892,0.99988174
1893,0.9970109
1894,0.9980774
1895,0.99702626
1896,0.98369753
1897,0.9976725
1898,0.99682355
1899,0.997046
1900,0.9904093
1901,0.99576724
1902,0.99633056
1903,0.9969544
1904,0.9960445
1905,0.999943
1906,0.98717344
1907,0.9978458
1908,0.997221
1909,0.99735594
1910,0.9957241
1911,0.99316466
1912,0.9975742
1913,0.9973024
1914,0.9941385
1915,0.9709723
1916,0.9892304
1917,0.9978065
1918,0.993654
1919,0.996011
1920,0.996636
1921,0.9867157
1922,0.99906796
1923,0.9979846
1924,0.9863871
1925,0.9975696
1926,0.99703383
1927,0.98305583
1928,0.9953822
1929,0.9959378
1930,0.9843137
1931,0.9960878
1932,0.9899883
1933,0.99790204
1934,0.98727894
1935,0.99630713
1936,0.99678206
1937,0.98328626
1938,0.9975678
1939,0.9948826
1940,0.9963124
1941,0.995528
1942,0.9955975
1943,0.97726893
1944,0.9966111
1945,0.99758327
1946,0.99667203
1947,0.99555135
1948,0.9973345
1949,0.9956889
1950,0.99474037
1951,0.9969273
1952,0.99701536
1953,0.9960813
1954,0.9978794
1955,0.9964668
1956,0.99711835
1957,0.99765015
1958,0.98927677
1959,0.9970064
1960,0.9970212
1961,0.99056494
1962,0.99670255
1963,0.9943135
1964,0.9985281
1965,0.99557173
1966,0.99283767
1967,0.9995153
1968,0.9995153
1969,0.9995153
1970,0.9995153
1971,0.9995153
1972,0.9995153
1973,0.9995153
1974,0.9995153
1975,0.9995153
1976,0.9995153
1977,0.9995153
1978,0.9995153
1979,0.9995153
1980,0.9995153
1981,0.9995153
1982,0.9995153
1983,0.99703205
1984,0.99568737
1985,0.99776906
1986,0.99602836
1987,0.99113166
1988,0.99650025
1989,0.99762654
1990,0.9956093
1991,0.99408156
1992,0.99867254
1993,0.9960457
1994,0.9954907
1995,0.99479747
1996,0.99720454
1997,0.99416363
1998,0.9989584
1999,0.99694175
2000,0.99769783
2001,0.99667037
2002,0.9974914
2003,0.9992578
2004,0.99619234
2005,0.9942101
2006,0.9926739
2007,0.99571896
2008,0.99667716
2009,0.9923749
2010,0.9977529
2011,0.99701405
2012,0.9963643
2013,0.99389076
2014,0.99631107
2015,0.997012
2016,0.9984955
2017,0.9967911
2018,0.99497616
2019,0.9952381
2020,0.9983568
2021,0.9962566
2022,0.9908283
2023,0.99741083
2024,0.9964366
2025,0.9965639
2026,0.9979558
2027,0.9972698
2028,0.99682856
2029,0.99714035
2030,0.9990423
2031,0.9751634
2032,0.9921923
2033,0.9995004
2034,0.9956693
2035,0.9964851
2036,0.99723506
2037,0.9978369
2038,0.9937471
2039,0.992787
2040,0.9991752
2041,0.9974409
2042,0.99645394
2043,0.9944103
2044,0.9974664
2045,0.9994301
2046,0.99657166
2047,0.99541014
2048,0.99872434
2049,0.99744856
2050,0.99751353
2051,0.9974096
2052,0.9947971
2053,0.99686325
2054,0.9909657
2055,0.9960474
2056,0.9959438
2057,0.99310553
2058,0.9952117
2059,0.994699
2060,0.9993079
2061,0.99983287
2062,0.9978403
2063,0.99717903
2064,0.9896084
2065,0.9974105
2066,0.9885045
2067,0.9758907
2068,0.9964248
2069,0.9990902
2070,0.997013
2071,0.9981643
2072,0.99537855
2073,0.9995153
2074,0.9995153
2075,0.9995153
2076,0.9995153
2077,0.9995153
2078,0.9995153
2079,0.9995153
2080,0.9995153
2081,0.9995153
2082,0.9995153
2083,0.9995153
2084,0.9995153
2085,0.9995153
2086,0.9995153
2087,0.9995153
2088,0.9995153
2089,0.9956479
2090,0.99585843
2091,0.9993461
2092,0.99777305
2093,0.99721
2094,0.997361
2095,0.99741495
2096,0.99895096
2097,0.99676967
2098,0.9964272
2099,0.9959805
2100,0.9974051
2101,0.99642026
2102,0.9920579
2103,0.9977162
2104,0.9893516
2105,0.99628174
2106,0.99879277
2107,0.9966364
2108,0.99007034
2109,0.9889228
2110,0.99756277
2111,0.9968521
2112,0.9986055
2113,0.99737906
2114,0.97571707
2115,0.99608254
2116,0.99023664
2117,0.9969372
2118,0.9925386
2119,0.9953567
2120,0.99882185
2121,0.9983464
2122,0.9974527
2123,0.9956719
2124,0.9927492
2125,0.9954716
2126,0.99736726
2127,0.9987329
2128,0.99933815
2129,0.9963572
2130,1.0
2131,0.9984507
2132,0.9972878
2133,0.9976466
2134,0.99687827
2135,0.9968508
2136,0.9949788
2137,0.9963701
2138,0.9810252
2139,0.9973117
2140,0.9989716
2141,0.98203784
2142,0.99519956
2143,0.9908217
2144,0.9948212
2145,0.99781513
2146,0.99672073
2147,0.99844855
2148,0.9893441
2149,0.9979519
2150,0.9956019
2151,0.9960882
2152,0.99610686
2153,0.9967728
2154,0.9976932
2155,0.99896634
2156,0.98357314
2157,0.9970231
2158,0.9960051
2159,0.99757844
2160,0.99755824
2161,0.96638966
2162,0.9983735
2163,0.99609566
2164,0.9980513
2165,0.99749213
2166,0.99785006
2167,0.9927285
2168,0.9925184
2169,0.9972285
2170,0.9927454
2171,0.9951961
2172,0.99873316
2173,0.99631345
2174,0.9957643
2175,0.9953773
2176,0.99634564
2177,0.99469185
2178,0.99520445
2179,0.99700123
2180,0.99264914
2181,0.99374807
2182,0.99717927
2183,0.9988239
2184,0.9983761
2185,0.99523026
2186,0.9940338
2187,0.9901147
2188,0.9703238
2189,0.9971577
2190,0.99684167
2191,0.9939883
2192,0.9935931
2193,0.99449265
2194,0.9972452
2195,0.9981625
2196,0.9979379
2197,0.998558
2198,0.9981271
2199,0.9977758
2200,0.9976494
2201,0.9961068
2202,0.995108
2203,0.99879336
2204,0.99787533
2205,0.9968797
2206,0.98083663
2207,0.99669266
2208,0.99452233
2209,0.99734753
2210,0.99138355
2211,0.99721617
2212,0.99823797
2213,0.9986378
2214,0.9815433
2215,0.9934853
2216,0.99586016
2217,0.98858726
2218,0.9941401
2219,0.99671257
2220,0.99722564
2221,0.99408376
2222,0.9957049
2223,0.99837565
2224,0.9966136
2225,0.99712235
2226,0.9970301
2227,0.9971591
2228,0.99744534
2229,0.9971866
2230,0.99689555
2231,0.99701214
2232,0.99236774
2233,0.99760145
2234,0.99701655
2235,0.9968922
2236,0.99245644
2237,0.9931307
2238,0.9988945
2239,0.9848652
2240,0.9931004
2241,0.9969323
2242,0.9931337
2243,0.99656665
2244,0.9988103
2245,0.99739814
2246,0.99639523
2247,0.99674726
2248,0.99716604
2249,0.9956223
2250,0.997682
2251,0.9970093
2252,0.99693906
2253,0.9962232
2254,0.9963365
2255,0.9970535
2256,0.9951446
2257,0.99954283
2258,0.99768966
2259,0.99605894
2260,0.9967039
2261,0.99649084
2262,0.99745893
2263,0.9979429
2264,0.9970611
2265,0.99841547
2266,0.99691117
2267,0.99951494
2268,0.99709386
2269,0.9974313
2270,0.99389815
2271,0.9983668
2272,0.9954426
2273,0.9943423
2274,0.9965644
2275,0.9976984
2276,0.99697995
2277,0.9963014
2278,0.99724054
2279,0.9939053
2280,0.9956099
2281,0.99875265
2282,0.98600006
2283,0.99769735
2284,0.99435735
2285,0.999228
2286,0.9939567
2287,0.991673
2288,0.9973046
2289,0.99906063
2290,0.9976177
2291,0.9975045
2292,0.995463
2293,0.9976356
2294,0.99622405
2295,0.9945847
2296,0.99337184
2297,0.99687564
2298,0.99836075
2299,0.99841917
2300,0.9949317
2301,0.9901506
2302,0.9950128
2303,0.9816183
2304,0.996799
2305,0.9976188
2306,0.9995917
2307,0.9983741
2308,0.995669
2309,0.99538666
2310,0.9951345
2311,0.98158276
2312,0.996775
2313,0.9986273
2314,0.9973327
2315,0.9968283
2316,0.9974114
2317,0.9968014
2318,0.995494
2319,0.99773777
2320,0.99546516
2321,0.99296296
2322,0.9966015
2323,0.99781686
2324,0.9975325
2325,0.99041784
2326,0.9951683
2327,0.99757946
2328,0.997331
2329,0.9948602
2330,0.99790156
2331,0.99949396
2332,0.998026
2333,0.9970898
2334,0.99901223
2335,0.98145187
2336,0.9956314
2337,0.9770056
2338,0.998566
2339,0.9940406
2340,0.8963007
2341,0.9977093
2342,0.99859643
2343,0.9913825
2344,0.99550796
2345,0.9965887
2346,0.994751
2347,0.98241293
2348,0.995831
2349,0.9895352
2350,0.99245214
2351,0.99453646
2352,0.99283373
2353,0.9970381
2354,0.99755716
2355,0.9979528
2356,0.99192905
2357,0.9973438
2358,0.995557
2359,0.98996377
2360,0.99604166
2361,0.9971585
2362,0.99375975
2363,0.9972182
2364,0.99054563
2365,0.9962061
2366,0.98680913
2367,0.99247515
2368,0.99604475
2369,0.9793801
2370,0.99897456
2371,0.99836934
2372,0.99679345
2373,0.9893631
2374,0.99609673
2375,0.965009
2376,0.9936811
2377,0.99714875
2378,0.99693906
2379,0.99506307
2380,0.9948306
2381,0.99641037
2382,0.98635054
2383,0.9977684
2384,0.99703753
2385,0.9974948
2386,0.9989332
2387,0.9949418
2388,0.99609244
2389,0.997589
2390,0.99605536
2391,0.9972142
2392,0.99807096
2393,0.9806968
2394,0.9986682
2395,0.9968778
2396,0.99766827
2397,0.9961915
2398,0.99744177
2399,0.994187
2400,0.99551857
2401,0.99803376
2402,0.99688476
2403,0.9932846
2404,0.9952068
2405,0.99704516
2406,0.9912612
2407,0.9872537
2408,0.99455255
2409,0.9966054
2410,0.99561894
2411,0.9971588
2412,0.9965596
2413,0.9980086
2414,0.9976248
2415,0.9943327
2416,0.99704254
2417,0.99781764
2418,0.9900341
2419,0.9984374
2420,0.9994034
2421,0.9939877
2422,0.9887599
2423,0.995492
2424,0.9950031
2425,0.9898236
2426,0.99470496
2427,0.99464774
2428,0.9934181
2429,0.98855567
2430,0.996249
2431,0.99648947
2432,0.99807274
2433,0.9949139
2434,0.99513793
2435,0.9918823
2436,0.9973942
2437,0.9971146
2438,0.9956007
2439,0.9959096
2440,0.99885607
2441,0.99618495
2442,0.9977114
2443,0.9960479
2444,0.99705064
2445,0.9969572
2446,0.99552494
2447,0.99719346
2448,0.99626786
2449,0.9830358
2450,0.9982039
2451,0.9774654
2452,0.98652494
2453,0.9943122
2454,0.9955841
2455,0.9992647
2456,0.9969126
2457,0.9989196
2458,0.99420017
2459,0.9976408
2460,0.9952068
2461,0.9726656
2462,0.99653697
2463,0.99597245
2464,0.99842834
2465,0.9967817
2466,0.99480104
2467,0.98714876
2468,0.9780166
2469,0.98690784
2470,0.9955515
2471,0.9937405
2472,0.9995994
2473,0.99033767
2474,0.99735534
2475,0.9963338
2476,0.9969739
2477,0.9952978
2478,0.99739623
2479,0.9979047
2480,0.9966342
2481,0.9963007
2482,0.99446666
2483,0.99938214
2484,0.99899656
2485,0.99926734
2486,0.9938741
2487,0.9991613
2488,0.9976156
2489,0.9944376
2490,0.9945959
2491,0.9929968
2492,0.9943588
2493,0.9999716
2494,0.9995871
2495,0.99774015
2496,0.9986079
2497,0.99470055
2498,0.99587834
2499,0.9961859
2500,0.9838572
2501,0.9947015
2502,0.9979801
2503,0.9920507
2504,0.99905956
2505,0.9978901
2506,0.9909868
2507,0.99279225
2508,0.99658245
2509,0.9980333
2510,0.9988153
2511,0.99466664
2512,0.9954915
2513,0.9941829
2514,0.9847784
2515,0.9962967
2516,0.97767764
2517,0.9960029
2518,0.94829607
2519,0.99617535
2520,0.99744886
2521,0.99699986
2522,0.99777234
2523,0.99886155
2524,0.99721295
2525,0.9974867
2526,0.9980632
2527,0.9942157
2528,0.9862137
2529,0.9982681
2530,0.99792826
2531,0.9972811
2532,0.9964784
2533,0.99576485
2534,0.9958588
2535,0.9952074
2536,0.9984167
2537,0.99760896
2538,0.996223
2539,0.9998949
2540,0.99708927
2541,0.9963155
2542,0.9916003
2543,0.99204904
2544,0.9993036
2545,0.97359514
2546,0.9994766
2547,0.9949591
2548,0.9889171
2549,0.9886502
2550,0.98984206
2551,0.97927237
2552,0.9991299
2553,0.99690235
2554,0.9969928
2555,0.9946138
2556,0.99674594
2557,0.9949064
2558,0.9980406
2559,0.99637824
2560,0.9986192
2561,0.9977499
2562,0.997239
2563,0.99849355
2564,0.99915844
2565,0.9972057
2566,0.99593544
2567,0.98401624
2568,0.9932468
2569,0.99231154
2570,0.9954916
2571,0.99362636
2572,0.9948231
2573,0.9946909
2574,0.99580765
2575,0.9942888
2576,0.98951566
2577,0.9938005
2578,0.9965146
2579,0.985873
2580,0.99911
2581,0.9936868
2582,0.99459356
2583,0.9977738
2584,0.99656117
2585,0.9959676
2586,0.9945839
2587,0.997416
2588,0.994115
2589,0.9917668
2590,0.9970168
2591,0.9975047
2592,0.99450433
2593,0.9963279
2594,0.9985514
2595,0.9546051
2596,0.99993706
2597,0.9955656
2598,0.99918324
2599,0.9975978
2600,0.994607
2601,0.9970853
2602,0.9958333
2603,0.99646497
2604,0.9971692
2605,0.99392384
2606,0.9953188
2607,0.9945365
2608,0.996199
2609,0.99643743
2610,0.9954753
2611,0.9980357
2612,0.99643147
2613,0.99382806
2614,0.9972619
2615,0.97337115
2616,0.99337065
2617,0.997642
2618,0.9938723
2619,0.99683166
2620,0.99731874
2621,0.9969672
2622,0.99724126
2623,0.9945159
2624,0.99595577
2625,0.99621546
2626,0.9958723
2627,0.99744546
2628,0.9988998
2629,0.9761844
2630,0.9961164
2631,0.9953314
2632,0.9967404
2633,0.99319357
2634,0.9968987
2635,0.9970882
2636,0.9966384
2637,0.99582195
2638,0.99545676
2639,0.9965754
2640,0.9941983
2641,0.9999927
2642,0.9964168
2643,0.996112
2644,0.9973465
2645,0.97846997
2646,0.99765176
2647,0.99672973
2648,0.99708205
2649,0.9982097
2650,0.99452555
2651,0.9966699
2652,0.9964286
2653,0.996418
2654,0.996522
2655,0.99874055
2656,0.99659795
2657,0.9945276
2658,0.9949681
2659,0.9643919
2660,0.9966927
2661,0.9996103
2662,0.9974894
2663,0.99731624
2664,0.9956419
2665,0.9958302
2666,0.9962415
2667,0.9947454
2668,0.9994966
2669,0.9991162
2670,0.99613357
2671,0.99724185
2672,0.9959905
2673,0.9921981
2674,0.99409264
2675,0.9851789
2676,0.9944278
2677,0.99707544
2678,0.9980634
2679,0.99709535
2680,0.99815905
2681,0.98550326
2682,0.9994801
2683,0.99647343
2684,0.99494135
2685,0.99932873
2686,0.9959468
2687,0.99453276
2688,0.994736
2689,0.99738884
2690,0.99710584
2691,0.9980578
2692,0.99709624
2693,0.99721223
2694,0.99602544
2695,0.99599814
2696,0.9958098
2697,0.99306214
2698,0.9947287
2699,0.995751
2700,0.9955834
2701,0.9951076
2702,0.9979716
2703,0.9950924
2704,0.9971975
2705,0.99535143
2706,0.9961221
2707,0.9970269
2708,0.99903136
2709,0.9813415
2710,0.9950783
2711,0.99725336
2712,0.9910867
2713,0.9866706
2714,0.9956585
2715,0.9963405
2716,0.9972148
2717,0.9816661
2718,0.99702
2719,0.9974303
2720,0.9966761
2721,0.98753476
2722,0.9983941
2723,0.9974556
2724,0.9984406
2725,0.99612385
2726,0.99530506
2727,0.99623907
2728,0.9948728
2729,0.99602246
2730,0.99504644
2731,0.9955933
2732,0.9999969
2733,0.9963472
2734,0.99678993
2735,0.9971607
2736,0.9962971
2737,0.997525
2738,0.9974992
2739,0.99517405
2740,0.99547833
2741,0.9948132
2742,0.9967376
2743,0.9973931
2744,0.99538946
2745,0.99833393
2746,0.99643624
2747,0.99649197
2748,0.9946784
2749,0.99606323
2750,0.9951469
2751,0.987844
2752,0.99560666
2753,0.9963534
2754,0.9750658
2755,0.9989328
2756,0.9951206
2757,0.9964618
2758,0.9975599
2759,0.9995195
2760,0.9970138
2761,0.9983585
2762,0.99419916
2763,0.993069
2764,0.9942896
2765,0.99722576
2766,0.9958664
2767,0.99961996
2768,0.9959784
2769,0.9929088
2770,0.99685377
2771,0.995551
2772,0.99666715
2773,0.9977936
2774,0.99666476
2775,0.99710107
2776,0.99661666
2777,0.9895091
2778,0.9953217
2779,0.9909855
2780,0.9959246
2781,0.9957102
2782,0.9948197
2783,0.99424326
2784,0.99790287
2785,0.9765738
2786,0.9997146
2787,0.99771976
2788,0.99563515
2789,0.9973722
2790,0.99569035
2791,0.97473085
2792,0.9907175
2793,0.9902932
2794,0.97850937
2795,0.9980953
2796,0.990211
2797,0.9962026
2798,0.9978241
2799,0.9943223
2800,0.99388146
2801,0.9919071
2802,0.9965526
2803,0.9961345
2804,0.9937156
2805,0.9952793
2806,0.9964291
2807,0.9972321
2808,0.99934304
2809,0.9640987
2810,0.9911659
2811,0.9952574
2812,0.99761593
2813,0.9957422
2814,0.9912441
2815,0.98672026
2816,0.99803054
2817,0.98996747
2818,0.998427
2819,0.99686515
2820,0.9952442
2821,0.9930082
2822,0.97215545
2823,0.99999946
2824,0.97978437
2825,0.9969851
2826,0.989386
2827,0.9984249
2828,0.99551946
2829,0.9965453
2830,0.9291015
2831,0.99697167
2832,0.99904096
2833,0.99937606
2834,0.99685776
2835,0.9957108
2836,0.99672115
2837,0.99616826
2838,0.9952692
2839,0.9352639
2840,0.997429
2841,0.9956715
2842,0.99590623
2843,0.99697936
2844,0.996825
2845,0.99256605
2846,0.99808574
2847,0.9949704
2848,0.9828947
2849,0.99718225
2850,0.9969245
2851,0.99694407
2852,0.9963609
2853,0.99491805
2854,0.99741685
2855,0.99600255
2856,0.9978162
2857,0.9848539
2858,0.99812704
2859,0.9951633
2860,0.99236965
2861,0.9916699
2862,0.99750686
2863,0.9991038
2864,0.99694157
2865,0.99793494
2866,0.9979051
2867,0.9974606
2868,0.99923086
2869,0.9979535
2870,0.9970391
2871,0.9975859
2872,0.999452
2873,0.9975531
2874,0.9979408
2875,0.99598354
2876,0.98311
2877,0.99598
2878,0.9939418
2879,0.9953666
2880,0.7707906
2881,0.99654907
2882,0.99682796
2883,0.99748564
2884,0.99046826
2885,0.99608845
2886,0.9806728
2887,0.9136354
2888,0.98902273
2889,0.9942957
2890,0.9954566
2891,0.99610054
2892,0.9959692
2893,0.9977417
2894,0.99259764
2895,0.9960149
2896,0.99734914
2897,0.9972147
2898,0.9995674
2899,0.9984335
2900,0.99484074
2901,0.9957708
2902,0.9962207
2903,0.9981985
2904,0.9979696
2905,0.99605155
2906,0.99665976
2907,0.9891218
2908,0.9964955
2909,0.9959972
2910,0.9898783
2911,0.9975064
2912,0.9936993
2913,0.9796725
2914,0.9961883
2915,0.9971479
2916,0.99888027
2917,0.99598515
2918,0.99944514
2919,0.9964
2920,0.9958457
2921,0.9972089
2922,0.9971876
2923,0.9971255
2924,0.989249
2925,0.9995153
2926,0.9995153
2927,0.9995153
2928,0.9995153
2929,0.9995153
2930,0.9995153
2931,0.9995153
2932,0.9995153
2933,0.9995153
2934,0.9995153
2935,0.9995153
2936,0.9995153
2937,0.9995153
2938,0.9995153
2939,0.9995153
2940,0.9995153
2941,0.9983039
2942,0.99489963
2943,0.9952239
2944,0.9954932
2945,0.995368
2946,0.9979758
2947,0.98571604
2948,0.99801415
2949,0.99675065
2950,0.9954089
2951,0.99820685
2952,0.99881816
2953,0.99777937
2954,0.9965018
2955,0.99568087
2956,0.9984189
2957,0.99568105
2958,0.9976167
2959,0.99488634
2960,0.99707127
2961,0.9911597
2962,0.99725693
2963,0.99764967
2964,0.9967211
2965,0.9991133
2966,0.9977816
2967,0.9960797
2968,0.9952775
2969,0.9972776
2970,0.9988832
2971,0.9942235
2972,0.9973923
2973,0.99878806
2974,0.99447566
2975,0.999436
2976,0.99835396
2977,0.9968629
2978,0.99641246
2979,0.9976146
2980,0.99658537
2981,0.9974636
2982,0.9969753
2983,0.98858076
2984,0.97503734
2985,0.99797976
2986,0.99903816
2987,0.9952032
2988,0.9978514
2989,0.8653823
2990,0.9957396
2991,0.9990982
2992,0.99529314
2993,0.9969754
2994,0.9998387
2995,0.95357347
2996,0.99637866
2997,0.99904084
2998,0.9954734
2999,0.93522084
3000,0.996008
3001,0.99832416
3002,0.9948318
3003,0.9962281
3004,0.99524826
3005,0.9982184
3006,0.98110676
3007,0.99227655
3008,0.997398
3009,0.99872744
3010,0.9979178
3011,0.9590248
3012,0.998511
3013,0.9941606
3014,0.9954053
3015,0.9955743
3016,0.9975114
3017,0.9978386
3018,0.9963093
3019,0.99576235
3020,0.98547626
3021,0.99300385
3022,0.9966175
3023,0.99409163
3024,0.9775052
3025,0.99836195
3026,0.9893958
3027,0.99763095
3028,0.9841441
3029,0.99674475
3030,0.9943774
3031,0.9952142
3032,0.9963068
3033,0.9972906
3034,0.99895275
3035,0.9974822
3036,0.9823133
3037,0.99835676
3038,0.9873234
3039,0.9888722
3040,0.99702525
3041,0.9983671
3042,0.9973669
3043,0.99731743
3044,0.9975538
3045,0.99697465
3046,0.9952891
3047,0.9958962
3048,0.98988354
3049,0.9949914
3050,0.99402964
3051,0.9976815
3052,0.9987371
3053,0.9457263
3054,0.99575627
3055,0.99522007
3056,0.997679
3057,0.98618877
3058,0.9945753
3059,0.9972621
3060,0.9968835
3061,0.9939432
3062,0.9990706
3063,0.9962077
3064,0.9819229
3065,0.99981904
3066,0.9944827
3067,0.9989934
3068,0.9916025
3069,0.9984337
3070,0.99691117
3071,0.9943912
3072,0.9958339
3073,0.9990573
3074,0.9994192
3075,0.99427783
3076,0.99725413
3077,0.99704266
3078,0.9973378
3079,0.9971312
3080,0.9977695
3081,0.99630815
3082,0.9972409
3083,0.9756426
3084,0.9939617
3085,0.993835
3086,0.9850631
3087,0.9980237
3088,0.99662745
3089,0.9855684
3090,0.9963168
3091,0.9943954
3092,0.996451
3093,0.99794245
3094,0.99297774
3095,0.99595344
3096,0.99444556
3097,0.9964938
3098,0.9898784
3099,0.9981104
3100,0.9900253
3101,0.9969849
3102,0.9998466
3103,0.9893811
3104,0.99705267
3105,0.9952142
3106,0.9955545
3107,0.9977989
3108,0.9658058
3109,0.9972187
3110,0.99724066
3111,0.98342156
3112,0.99592996
3113,0.9966961
3114,0.99717605
3115,0.991883
3116,0.99668026
3117,0.99855685
3118,0.9973459
3119,0.9965997
3120,0.9941987
3121,0.9970413
3122,0.99517435
3123,0.9973479
3124,0.99954116
3125,0.99554014
3126,0.9982408
3127,0.9975306
3128,0.9953387
3129,0.9948777
3130,0.9936377
3131,0.99675614
3132,0.9961965
3133,0.98727715
3134,0.99695873
3135,0.99677145
3136,0.99616647
3137,0.9988199
3138,0.99627
3139,0.99370646
3140,0.99694526
3141,0.9981146
3142,0.9994116
3143,0.99745476
3144,0.9612407
3145,0.99408305
3146,0.9964423
3147,0.9998913
3148,0.9977231
3149,0.99651575
3150,0.9689729
3151,0.99674875
3152,0.9961954
3153,0.9957317
3154,0.9968332
3155,0.9934158
3156,0.99729806
3157,0.997369
3158,0.9894664
3159,0.9928795
3160,0.99822557
3161,0.9972863
3162,0.9977832
3163,0.995815
3164,0.9864615
3165,0.99813783
3166,0.99697983
3167,0.9968957
3168,0.9940155
3169,0.9972365
3170,0.99658823
3171,0.98707014
3172,0.99539053
3173,0.9982295
3174,0.9958919
3175,0.99392486
3176,0.99843836
3177,0.9950916
3178,0.99854136
3179,0.9993355
3180,0.99829376
3181,0.9960499
3182,0.9970818
3183,0.9927977
3184,0.99707747
3185,0.998611
3186,0.99752486
3187,0.98295724
3188,0.9984463
3189,0.9973184
3190,0.9955169
3191,0.99703187
3192,0.9987345
3193,0.9966862
3194,0.9999459
3195,0.9987368
3196,0.9972472
3197,0.9979243
3198,0.99476546
3199,0.99677384
3200,0.9894997
3201,0.9965606
3202,0.99772495
3203,0.9972729
3204,0.9926693
3205,0.99309975
3206,0.99603915
3207,0.9973276
3208,0.9934454
3209,0.9407053
3210,0.9921159
3211,0.9971887
3212,0.99948025
3213,0.9954355
3214,0.9979632
3215,0.99666023
3216,0.9964121
3217,0.99500716
3218,0.9873253
3219,0.9610714
3220,0.99447453
3221,0.99447453
3222,0.9964926
3223,0.99352753
3224,0.9939569
3225,0.9898946
3226,0.99720746
3227,0.9982116
3228,0.9994
3229,0.9963049
3230,0.99178267
3231,0.99988127
3232,0.9955257
3233,0.99426174
3234,0.9961741
3235,0.9965484
3236,0.9975058
3237,0.9918037
3238,0.99729663
3239,0.9946211
3240,0.9973304
